country,region,year,co2,gdp
Brunei,East Asia & Pacific,2010,21.1,70636.0
Brunei,East Asia & Pacific,2011,24.6,71991.0
Brunei,East Asia & Pacific,2012,24.2,71664.0
Brunei,East Asia & Pacific,2013,19.2,69474.0
Bulgaria,Europe & Central Asia,1964,5.25,6110.0
Bulgaria,Europe & Central Asia,1965,5.63,6432.0
Bulgaria,Europe & Central Asia,1966,5.89,6891.0
Bulgaria,Europe & Central Asia,1967,6.61,7216.0
Bulgaria,Europe & Central Asia,1968,7.09,7296.0
Bulgaria,Europe & Central Asia,1969,7.85,7592.0
Bulgaria,Europe & Central Asia,1970,7.2,7971.0
Bulgaria,Europe & Central Asia,1971,7.51,8186.0
Bulgaria,Europe & Central Asia,1972,7.69,8534.0
Bulgaria,Europe & Central Asia,1973,7.95,8824.0
Bulgaria,Europe & Central Asia,1974,8.19,9040.0
Bulgaria,Europe & Central Asia,1975,8.36,9736.0
Bulgaria,Europe & Central Asia,1976,8.33,9987.0
Bulgaria,Europe & Central Asia,1977,8.63,9844.0
Bulgaria,Europe & Central Asia,1978,9.22,10048.0
Bulgaria,Europe & Central Asia,1979,8.94,10425.0
Bulgaria,Europe & Central Asia,1980,8.73,10088.0
Bulgaria,Europe & Central Asia,1981,9.02,10325.0
Bulgaria,Europe & Central Asia,1982,10.1,10631.0
Bulgaria,Europe & Central Asia,1983,10.1,10408.0
Bulgaria,Europe & Central Asia,1984,9.74,10730.0
Bulgaria,Europe & Central Asia,1985,9.98,10388.0
Bulgaria,Europe & Central Asia,1986,10.2,10643.0
Bulgaria,Europe & Central Asia,1987,10.2,10646.0
Bulgaria,Europe & Central Asia,1988,9.77,10567.0
Bulgaria,Europe & Central Asia,1989,9.75,10367.0
Bulgaria,Europe & Central Asia,1990,8.42,9333.0
Bulgaria,Europe & Central Asia,1991,6.56,8630.0
Bulgaria,Europe & Central Asia,1992,6.25,8089.0
Bulgaria,Europe & Central Asia,1993,7.91,8033.0
Bulgaria,Europe & Central Asia,1994,6.39,8207.0
Bulgaria,Europe & Central Asia,1995,6.92,8479.0
Bulgaria,Europe & Central Asia,1996,6.82,8659.0
Bulgaria,Europe & Central Asia,1997,6.29,8617.0
Bulgaria,Europe & Central Asia,1998,6.02,8976.0
Bulgaria,Europe & Central Asia,1999,5.45,8516.0
Bulgaria,Europe & Central Asia,2000,5.44,9075.0
Bulgaria,Europe & Central Asia,2001,5.86,9596.0
Bulgaria,Europe & Central Asia,2002,5.67,10220.0
Bulgaria,Europe & Central Asia,2003,6.06,10829.0
Bulgaria,Europe & Central Asia,2004,6.04,11602.0
Bulgaria,Europe & Central Asia,2005,6.24,12359.0
Bulgaria,Europe & Central Asia,2006,6.43,13228.0
Bulgaria,Europe & Central Asia,2007,6.91,14430.0
Bulgaria,Europe & Central Asia,2008,6.76,15368.0
Bulgaria,Europe & Central Asia,2009,5.72,14692.0
Bulgaria,Europe & Central Asia,2010,5.96,14886.0
Bulgaria,Europe & Central Asia,2011,6.71,15278.0
Bulgaria,Europe & Central Asia,2012,6.12,15443.0
Bulgaria,Europe & Central Asia,2013,5.45,15695.0
Burkina Faso,Sub-Saharan Africa,1964,0.0216,711.0
Burkina Faso,Sub-Saharan Africa,1965,0.0198,731.0
Burkina Faso,Sub-Saharan Africa,1966,0.0195,726.0
Burkina Faso,Sub-Saharan Africa,1967,0.0192,781.0
Burkina Faso,Sub-Saharan Africa,1968,0.0189,794.0
Burkina Faso,Sub-Saharan Africa,1969,0.0219,799.0
Burkina Faso,Sub-Saharan Africa,1970,0.0254,790.0
Burkina Faso,Sub-Saharan Africa,1971,0.0263,810.0
Burkina Faso,Sub-Saharan Africa,1972,0.0277,830.0
Burkina Faso,Sub-Saharan Africa,1973,0.0284,774.0
Burkina Faso,Sub-Saharan Africa,1974,0.034,747.0
Burkina Faso,Sub-Saharan Africa,1975,0.0357,703.0
Burkina Faso,Sub-Saharan Africa,1976,0.0333,683.0
Burkina Faso,Sub-Saharan Africa,1977,0.039,714.0
Burkina Faso,Sub-Saharan Africa,1978,0.0533,778.0
Burkina Faso,Sub-Saharan Africa,1979,0.061,766.0
Burkina Faso,Sub-Saharan Africa,1980,0.0634,759.0
Burkina Faso,Sub-Saharan Africa,1981,0.0798,771.0
Burkina Faso,Sub-Saharan Africa,1982,0.0804,767.0
Burkina Faso,Sub-Saharan Africa,1983,0.0809,738.0
Burkina Faso,Sub-Saharan Africa,1984,0.0618,729.0
Burkina Faso,Sub-Saharan Africa,1985,0.0617,801.0
Burkina Faso,Sub-Saharan Africa,1986,0.0606,900.0
Burkina Faso,Sub-Saharan Africa,1987,0.0635,857.0
Burkina Faso,Sub-Saharan Africa,1988,0.0663,898.0
Burkina Faso,Sub-Saharan Africa,1989,0.0957,858.0
Burkina Faso,Sub-Saharan Africa,1990,0.0662,821.0
Burkina Faso,Sub-Saharan Africa,1991,0.0693,872.0
Burkina Faso,Sub-Saharan Africa,1992,0.0678,851.0
Burkina Faso,Sub-Saharan Africa,1993,0.0656,857.0
Burkina Faso,Sub-Saharan Africa,1994,0.0658,845.0
Burkina Faso,Sub-Saharan Africa,1995,0.0621,869.0
Burkina Faso,Sub-Saharan Africa,1996,0.0682,938.0
Burkina Faso,Sub-Saharan Africa,1997,0.0756,970.0
Burkina Faso,Sub-Saharan Africa,1998,0.0786,1012.0
Burkina Faso,Sub-Saharan Africa,1999,0.0825,1057.0
Burkina Faso,Sub-Saharan Africa,2000,0.0897,1046.0
Burkina Faso,Sub-Saharan Africa,2001,0.0835,1084.0
Burkina Faso,Sub-Saharan Africa,2002,0.0817,1099.0
Burkina Faso,Sub-Saharan Africa,2003,0.0852,1150.0
Burkina Faso,Sub-Saharan Africa,2004,0.0847,1167.0
Burkina Faso,Sub-Saharan Africa,2005,0.0839,1232.0
Burkina Faso,Sub-Saharan Africa,2006,0.0984,1271.0
Burkina Faso,Sub-Saharan Africa,2007,0.116,1304.0
Burkina Faso,Sub-Saharan Africa,2008,0.131,1358.0
Burkina Faso,Sub-Saharan Africa,2009,0.128,1358.0
Burkina Faso,Sub-Saharan Africa,2010,0.126,1431.0
Burkina Faso,Sub-Saharan Africa,2011,0.138,1481.0
Burkina Faso,Sub-Saharan Africa,2012,0.159,1532.0
Burkina Faso,Sub-Saharan Africa,2013,0.179,1588.0
Burundi,Sub-Saharan Africa,1964,0.0158,603.0
Burundi,Sub-Saharan Africa,1965,0.0119,610.0
Burundi,Sub-Saharan Africa,1966,0.0151,623.0
Burundi,Sub-Saharan Africa,1967,0.0147,665.0
Burundi,Sub-Saharan Africa,1968,0.0166,645.0
Burundi,Sub-Saharan Africa,1969,0.0216,627.0
Burundi,Sub-Saharan Africa,1970,0.018,782.0
Burundi,Sub-Saharan Africa,1971,0.0209,827.0
Burundi,Sub-Saharan Africa,1972,0.0207,753.0
Burundi,Sub-Saharan Africa,1973,0.0205,806.0
Burundi,Sub-Saharan Africa,1974,0.0253,788.0
Burundi,Sub-Saharan Africa,1975,0.021,780.0
Burundi,Sub-Saharan Africa,1976,0.0235,826.0
Burundi,Sub-Saharan Africa,1977,0.0259,909.0
Burundi,Sub-Saharan Africa,1978,0.0262,879.0
Burundi,Sub-Saharan Africa,1979,0.0274,856.0
Burundi,Sub-Saharan Africa,1980,0.0356,887.0
Burundi,Sub-Saharan Africa,1981,0.0373,945.0
Burundi,Sub-Saharan Africa,1982,0.0364,922.0
Burundi,Sub-Saharan Africa,1983,0.0462,929.0
Burundi,Sub-Saharan Africa,1984,0.0481,908.0
Burundi,Sub-Saharan Africa,1985,0.0491,994.0
Burundi,Sub-Saharan Africa,1986,0.0485,1014.0
Burundi,Sub-Saharan Africa,1987,0.05,1032.0
Burundi,Sub-Saharan Africa,1988,0.0443,1044.0
Burundi,Sub-Saharan Africa,1989,0.0507,1037.0
Burundi,Sub-Saharan Africa,1990,0.0386,1051.0
Burundi,Sub-Saharan Africa,1991,0.043,1075.0
Burundi,Sub-Saharan Africa,1992,0.0382,1062.0
Burundi,Sub-Saharan Africa,1993,0.0394,975.0
Burundi,Sub-Saharan Africa,1994,0.04,921.0
Burundi,Sub-Saharan Africa,1995,0.04,835.0
Burundi,Sub-Saharan Africa,1996,0.0401,758.0
Burundi,Sub-Saharan Africa,1997,0.0408,737.0
Burundi,Sub-Saharan Africa,1998,0.0403,763.0
Burundi,Sub-Saharan Africa,1999,0.0403,744.0
Burundi,Sub-Saharan Africa,2000,0.0424,723.0
Burundi,Sub-Saharan Africa,2001,0.0313,720.0
Burundi,Sub-Saharan Africa,2002,0.0316,731.0
Burundi,Sub-Saharan Africa,2003,0.0232,700.0
Burundi,Sub-Saharan Africa,2004,0.0276,709.0
Burundi,Sub-Saharan Africa,2005,0.0208,692.0
Burundi,Sub-Saharan Africa,2006,0.0244,704.0
Burundi,Sub-Saharan Africa,2007,0.0236,713.0
Burundi,Sub-Saharan Africa,2008,0.0232,723.0
Burundi,Sub-Saharan Africa,2009,0.0225,723.0
Burundi,Sub-Saharan Africa,2010,0.0243,725.0
Burundi,Sub-Saharan Africa,2011,0.0268,731.0
Burundi,Sub-Saharan Africa,2012,0.0303,737.0
Burundi,Sub-Saharan Africa,2013,0.0302,747.0
Cambodia,East Asia & Pacific,1964,0.0539,1548.0
Cambodia,East Asia & Pacific,1965,0.0624,1579.0
Cambodia,East Asia & Pacific,1966,0.0713,1608.0
Cambodia,East Asia & Pacific,1967,0.0625,1647.0
Cambodia,East Asia & Pacific,1968,0.0725,1678.0
Cambodia,East Asia & Pacific,1969,0.196,1660.0
Cambodia,East Asia & Pacific,1970,0.168,1643.0
Cambodia,East Asia & Pacific,1971,0.0349,1539.0
Cambodia,East Asia & Pacific,1972,0.0161,1440.0
Cambodia,East Asia & Pacific,1973,0.0172,1161.0
Cambodia,East Asia & Pacific,1974,0.00974,1101.0
Cambodia,East Asia & Pacific,1975,0.00975,1096.0
Cambodia,East Asia & Pacific,1976,0.00991,1116.0
Cambodia,East Asia & Pacific,1977,0.0102,976.0
Cambodia,East Asia & Pacific,1978,0.00738,1003.0
Cambodia,East Asia & Pacific,1979,0.00433,891.0
Cambodia,East Asia & Pacific,1980,0.0427,839.0
Cambodia,East Asia & Pacific,1981,0.0446,822.0
Cambodia,East Asia & Pacific,1982,0.0488,792.0
Cambodia,East Asia & Pacific,1983,0.0512,791.0
Cambodia,East Asia & Pacific,1984,0.0552,790.0
Cambodia,East Asia & Pacific,1985,0.0542,787.0
Cambodia,East Asia & Pacific,1986,0.0544,792.0
Cambodia,East Asia & Pacific,1987,0.0532,920.0
Cambodia,East Asia & Pacific,1988,0.0535,993.0
Cambodia,East Asia & Pacific,1989,0.0519,1025.0
Cambodia,East Asia & Pacific,1990,0.141,996.0
Cambodia,East Asia & Pacific,1991,0.141,1055.0
Cambodia,East Asia & Pacific,1992,0.14,1096.0
Cambodia,East Asia & Pacific,1993,0.139,1004.0
Cambodia,East Asia & Pacific,1994,0.143,1058.0
Cambodia,East Asia & Pacific,1995,0.146,1091.0
Cambodia,East Asia & Pacific,1996,0.147,1117.0
Cambodia,East Asia & Pacific,1997,0.136,1148.0
Cambodia,East Asia & Pacific,1998,0.168,1176.0
Cambodia,East Asia & Pacific,1999,0.16,1285.0
Cambodia,East Asia & Pacific,2000,0.163,1368.0
Cambodia,East Asia & Pacific,2001,0.182,1448.0
Cambodia,East Asia & Pacific,2002,0.175,1516.0
Cambodia,East Asia & Pacific,2003,0.185,1617.0
Cambodia,East Asia & Pacific,2004,0.187,1755.0
Cambodia,East Asia & Pacific,2005,0.209,1957.0
Cambodia,East Asia & Pacific,2006,0.223,2136.0
Cambodia,East Asia & Pacific,2007,0.253,2321.0
Cambodia,East Asia & Pacific,2008,0.281,2442.0
Cambodia,East Asia & Pacific,2009,0.33,2409.0
Cambodia,East Asia & Pacific,2010,0.35,2513.0
Cambodia,East Asia & Pacific,2011,0.358,2646.0
Cambodia,East Asia & Pacific,2012,0.369,2790.0
Cambodia,East Asia & Pacific,2013,0.373,2942.0
Cameroon,Sub-Saharan Africa,1964,0.0597,1910.0
Cameroon,Sub-Saharan Africa,1965,0.0539,1917.0
Cameroon,Sub-Saharan Africa,1966,0.0583,1973.0
Cameroon,Sub-Saharan Africa,1967,0.0757,1992.0
Cameroon,Sub-Saharan Africa,1968,0.0815,2084.0
Cameroon,Sub-Saharan Africa,1969,0.0899,2146.0
Cameroon,Sub-Saharan Africa,1970,0.0978,2169.0
Cameroon,Sub-Saharan Africa,1971,0.121,2190.0
Cameroon,Sub-Saharan Africa,1972,0.125,2238.0
Cameroon,Sub-Saharan Africa,1973,0.127,2224.0
Cameroon,Sub-Saharan Africa,1974,0.134,2274.0
Cameroon,Sub-Saharan Africa,1975,0.156,2338.0
Cameroon,Sub-Saharan Africa,1976,0.142,2324.0
Cameroon,Sub-Saharan Africa,1977,0.198,2386.0
Cameroon,Sub-Saharan Africa,1978,0.246,2444.0
Cameroon,Sub-Saharan Africa,1979,0.219,2505.0
Cameroon,Sub-Saharan Africa,1980,0.453,2671.0
Cameroon,Sub-Saharan Africa,1981,0.601,3034.0
Cameroon,Sub-Saharan Africa,1982,0.693,3188.0
Cameroon,Sub-Saharan Africa,1983,0.698,3319.0
Cameroon,Sub-Saharan Africa,1984,0.622,3476.0
Cameroon,Sub-Saharan Africa,1985,0.644,3675.0
Cameroon,Sub-Saharan Africa,1986,0.192,3821.0
Cameroon,Sub-Saharan Africa,1987,0.172,3526.0
Cameroon,Sub-Saharan Africa,1988,0.199,3271.0
Cameroon,Sub-Saharan Africa,1989,0.671,2895.0
Cameroon,Sub-Saharan Africa,1990,0.148,2768.0
Cameroon,Sub-Saharan Africa,1991,0.0915,2586.0
Cameroon,Sub-Saharan Africa,1992,0.305,2434.0
Cameroon,Sub-Saharan Africa,1993,0.306,2177.0
Cameroon,Sub-Saharan Africa,1994,0.291,2160.0
Cameroon,Sub-Saharan Africa,1995,0.314,2188.0
Cameroon,Sub-Saharan Africa,1996,0.323,2233.0
Cameroon,Sub-Saharan Africa,1997,0.227,2289.0
Cameroon,Sub-Saharan Africa,1998,0.221,2338.0
Cameroon,Sub-Saharan Africa,1999,0.207,2369.0
Cameroon,Sub-Saharan Africa,2000,0.225,2404.0
Cameroon,Sub-Saharan Africa,2001,0.218,2447.0
Cameroon,Sub-Saharan Africa,2002,0.212,2480.0
Cameroon,Sub-Saharan Africa,2003,0.23,2514.0
Cameroon,Sub-Saharan Africa,2004,0.233,2540.0
Cameroon,Sub-Saharan Africa,2005,0.212,2532.0
Cameroon,Sub-Saharan Africa,2006,0.216,2547.0
Cameroon,Sub-Saharan Africa,2007,0.317,2564.0
Cameroon,Sub-Saharan Africa,2008,0.293,2571.0
Cameroon,Sub-Saharan Africa,2009,0.346,2554.0
Cameroon,Sub-Saharan Africa,2010,0.34,2571.0
Cameroon,Sub-Saharan Africa,2011,0.281,2610.0
Cameroon,Sub-Saharan Africa,2012,0.291,2661.0
Cameroon,Sub-Saharan Africa,2013,0.313,2739.0
Canada,America,1964,12.3,16464.0
Canada,America,1965,12.8,17243.0
Canada,America,1966,12.9,18022.0
Canada,America,1967,13.8,18240.0
Canada,America,1968,14.6,18900.0
Canada,America,1969,14.6,19614.0
Canada,America,1970,15.9,19842.0
Canada,America,1971,16.2,20688.0
Canada,America,1972,17.2,21532.0
Canada,America,1973,17.0,22797.0
Canada,America,1974,17.1,23405.0
Canada,America,1975,17.2,23593.0
Canada,America,1976,17.0,24563.0
Canada,America,1977,17.2,25095.0
Canada,America,1978,17.3,25853.0
Canada,America,1979,18.2,26665.0
Canada,America,1980,18.1,26678.0
Canada,America,1981,17.3,27171.0
Canada,America,1982,16.6,26031.0
Canada,America,1983,16.2,26525.0
Canada,America,1984,16.6,27781.0
Canada,America,1985,16.3,29016.0
Canada,America,1986,15.5,29482.0
Canada,America,1987,16.2,30288.0
Canada,America,1988,16.9,31356.0
Canada,America,1989,17.0,31550.0
Canada,America,1990,15.7,31163.0
Canada,America,1991,15.2,30090.0
Canada,America,1992,15.5,29977.0
Canada,America,1993,15.5,30424.0
Canada,America,1994,15.7,31505.0
Canada,America,1995,15.9,32101.0
Canada,America,1996,16.2,32290.0
Canada,America,1997,16.6,33310.0
Canada,America,1998,16.8,34389.0
Canada,America,1999,16.9,35810.0
Canada,America,2000,17.4,37314.0
Canada,America,2001,17.0,37563.0
Canada,America,2002,16.6,38270.0
Canada,America,2003,17.5,38621.0
Canada,America,2004,17.3,39436.0
Canada,America,2005,17.3,40284.0
Canada,America,2006,16.7,41012.0
Canada,America,2007,16.8,41432.0
Canada,America,2008,16.8,41468.0
Canada,America,2009,15.9,39884.0
Canada,America,2010,15.6,40773.0
Canada,America,2011,15.6,41567.0
Canada,America,2012,14.8,41865.0
Canada,America,2013,14.7,42213.0
Cape Verde,Sub-Saharan Africa,1964,0.131,895.0
Cape Verde,Sub-Saharan Africa,1965,0.111,905.0
Cape Verde,Sub-Saharan Africa,1966,0.0918,915.0
Cape Verde,Sub-Saharan Africa,1967,0.0737,923.0
Cape Verde,Sub-Saharan Africa,1968,0.114,930.0
Cape Verde,Sub-Saharan Africa,1969,0.138,936.0
Cape Verde,Sub-Saharan Africa,1970,0.136,942.0
Cape Verde,Sub-Saharan Africa,1971,0.134,856.0
Cape Verde,Sub-Saharan Africa,1972,0.188,805.0
Cape Verde,Sub-Saharan Africa,1973,0.228,788.0
Cape Verde,Sub-Saharan Africa,1974,0.242,757.0
Cape Verde,Sub-Saharan Africa,1975,0.283,771.0
Cape Verde,Sub-Saharan Africa,1976,0.268,759.0
Cape Verde,Sub-Saharan Africa,1977,0.293,749.0
Cape Verde,Sub-Saharan Africa,1978,0.75,814.0
Cape Verde,Sub-Saharan Africa,1979,0.883,886.0
Cape Verde,Sub-Saharan Africa,1980,0.422,1189.0
Cape Verde,Sub-Saharan Africa,1981,0.113,1269.0
Cape Verde,Sub-Saharan Africa,1982,0.123,1276.0
Cape Verde,Sub-Saharan Africa,1983,0.121,1366.0
Cape Verde,Sub-Saharan Africa,1984,0.273,1385.0
Cape Verde,Sub-Saharan Africa,1985,0.268,1469.0
Cape Verde,Sub-Saharan Africa,1986,0.183,1474.0
Cape Verde,Sub-Saharan Africa,1987,0.248,1538.0
Cape Verde,Sub-Saharan Africa,1988,0.222,1546.0
Cape Verde,Sub-Saharan Africa,1989,0.241,1589.0
Cape Verde,Sub-Saharan Africa,1990,0.279,1609.0
Cape Verde,Sub-Saharan Africa,1991,0.283,1597.0
Cape Verde,Sub-Saharan Africa,1992,0.296,1728.0
Cape Verde,Sub-Saharan Africa,1993,0.298,1827.0
Cape Verde,Sub-Saharan Africa,1994,0.3,2120.0
Cape Verde,Sub-Saharan Africa,1995,0.311,2361.0
Cape Verde,Sub-Saharan Africa,1996,0.359,2568.0
Cape Verde,Sub-Saharan Africa,1997,0.359,2794.0
Cape Verde,Sub-Saharan Africa,1998,0.378,3082.0
Cape Verde,Sub-Saharan Africa,1999,0.43,3363.0
Cape Verde,Sub-Saharan Africa,2000,0.497,3772.0
Cape Verde,Sub-Saharan Africa,2001,0.529,3784.0
Cape Verde,Sub-Saharan Africa,2002,0.608,3910.0
Cape Verde,Sub-Saharan Africa,2003,0.669,4006.0
Cape Verde,Sub-Saharan Africa,2004,0.706,4352.0
Cape Verde,Sub-Saharan Africa,2005,0.927,4604.0
Cape Verde,Sub-Saharan Africa,2006,0.984,4937.0
Cape Verde,Sub-Saharan Africa,2007,1.04,5666.0
Cape Verde,Sub-Saharan Africa,2008,0.955,6031.0
Cape Verde,Sub-Saharan Africa,2009,1.06,5941.0
Cape Verde,Sub-Saharan Africa,2010,1.11,6005.0
Cape Verde,Sub-Saharan Africa,2011,1.21,6206.0
Cape Verde,Sub-Saharan Africa,2012,0.985,6224.0
Cape Verde,Sub-Saharan Africa,2013,0.959,6232.0
Chad,Sub-Saharan Africa,1964,0.0305,1409.0
Chad,Sub-Saharan Africa,1965,0.0321,1387.0
Chad,Sub-Saharan Africa,1966,0.025,1334.0
Chad,Sub-Saharan Africa,1967,0.0342,1315.0
Chad,Sub-Saharan Africa,1968,0.0356,1281.0
Chad,Sub-Saharan Africa,1969,0.0452,1341.0
Chad,Sub-Saharan Africa,1970,0.0342,1338.0
Chad,Sub-Saharan Africa,1971,0.0403,1334.0
Chad,Sub-Saharan Africa,1972,0.0317,1216.0
Chad,Sub-Saharan Africa,1973,0.0413,1131.0
Chad,Sub-Saharan Africa,1974,0.0376,1258.0
Chad,Sub-Saharan Africa,1975,0.0449,1441.0
Chad,Sub-Saharan Africa,1976,0.044,1387.0
Chad,Sub-Saharan Africa,1977,0.0466,1253.0
Chad,Sub-Saharan Africa,1978,0.0448,1217.0
Chad,Sub-Saharan Africa,1979,0.0456,946.0
Chad,Sub-Saharan Africa,1980,0.0463,891.0
Chad,Sub-Saharan Africa,1981,0.0453,880.0
Chad,Sub-Saharan Africa,1982,0.0435,884.0
Chad,Sub-Saharan Africa,1983,0.0425,983.0
Chad,Sub-Saharan Africa,1984,0.0437,994.0
Chad,Sub-Saharan Africa,1985,0.0353,1202.0
Chad,Sub-Saharan Africa,1986,0.0357,1122.0
Chad,Sub-Saharan Africa,1987,0.0366,1058.0
Chad,Sub-Saharan Africa,1988,0.0118,1185.0
Chad,Sub-Saharan Africa,1989,0.0178,1221.0
Chad,Sub-Saharan Africa,1990,0.024,1111.0
Chad,Sub-Saharan Africa,1991,0.0107,1169.0
Chad,Sub-Saharan Africa,1992,0.0133,1223.0
Chad,Sub-Saharan Africa,1993,0.014,999.0
Chad,Sub-Saharan Africa,1994,0.0152,1066.0
Chad,Sub-Saharan Africa,1995,0.0157,1044.0
Chad,Sub-Saharan Africa,1996,0.0172,1032.0
Chad,Sub-Saharan Africa,1997,0.0191,1054.0
Chad,Sub-Saharan Africa,1998,0.0194,1090.0
Chad,Sub-Saharan Africa,1999,0.0201,1045.0
Chad,Sub-Saharan Africa,2000,0.0211,998.0
Chad,Sub-Saharan Africa,2001,0.0199,1073.0
Chad,Sub-Saharan Africa,2002,0.0187,1120.0
Chad,Sub-Saharan Africa,2003,0.0408,1237.0
Chad,Sub-Saharan Africa,2004,0.0389,1592.0
Chad,Sub-Saharan Africa,2005,0.0397,1803.0
Chad,Sub-Saharan Africa,2006,0.0391,1755.0
Chad,Sub-Saharan Africa,2007,0.0429,1755.0
Chad,Sub-Saharan Africa,2008,0.0458,1753.0
Chad,Sub-Saharan Africa,2009,0.0427,1772.0
Chad,Sub-Saharan Africa,2010,0.0435,1953.0
Chad,Sub-Saharan Africa,2011,0.0439,1896.0
Chad,Sub-Saharan Africa,2012,0.0482,2003.0
Chad,Sub-Saharan Africa,2013,0.0533,2055.0
Chile,America,1964,2.08,6537.0
Chile,America,1965,2.06,6451.0
Chile,America,1966,2.13,7026.0
Chile,America,1967,2.14,7114.0
Chile,America,1968,2.31,7231.0
Chile,America,1969,2.41,7364.0
Chile,America,1970,2.58,7382.0
Chile,America,1971,2.78,7906.0
Chile,America,1972,2.84,7674.0
Chile,America,1973,2.74,7123.0
Chile,America,1974,2.53,7070.0
Chile,America,1975,2.21,6058.0
Chile,America,1976,2.27,6168.0
Chile,America,1977,2.15,6675.0
Chile,America,1978,2.1,7122.0
Chile,America,1979,2.24,7603.0
Chile,America,1980,2.24,8088.0
Chile,America,1981,2.15,8454.0
Chile,America,1982,1.77,7182.0
Chile,America,1983,1.77,6867.0
Chile,America,1984,1.85,7160.0
Chile,America,1985,1.77,7193.0
Chile,America,1986,1.8,7483.0
Chile,America,1987,1.8,7851.0
Chile,America,1988,2.1,8288.0
Chile,America,1989,2.49,9016.0
Chile,America,1990,2.52,9193.0
Chile,America,1991,2.33,9747.0
Chile,America,1992,2.38,10744.0
Chile,America,1993,2.49,11287.0
Chile,America,1994,2.7,11725.0
Chile,America,1995,2.92,12759.0
Chile,America,1996,3.35,13498.0
Chile,America,1997,3.84,14186.0
Chile,America,1998,3.87,14450.0
Chile,America,1999,4.08,14159.0
Chile,America,2000,3.85,14614.0
Chile,America,2001,3.45,14925.0
Chile,America,2002,3.53,15075.0
Chile,America,2003,3.52,15499.0
Chile,America,2004,3.74,16260.0
Chile,America,2005,3.83,16985.0
Chile,America,2006,3.97,17554.0
Chile,America,2007,4.34,18278.0
Chile,America,2008,4.31,18698.0
Chile,America,2009,3.97,18329.0
Chile,America,2010,4.25,19204.0
Chile,America,2011,4.62,20141.0
Chile,America,2012,4.68,21050.0
Chile,America,2013,4.77,21746.0
China,East Asia & Pacific,1964,0.618,713.0
China,East Asia & Pacific,1965,0.659,772.0
China,East Asia & Pacific,1966,0.706,826.0
China,East Asia & Pacific,1967,0.569,719.0
China,East Asia & Pacific,1968,0.6,669.0
China,East Asia & Pacific,1969,0.718,732.0
China,East Asia & Pacific,1970,0.936,848.0
China,East Asia & Pacific,1971,1.04,876.0
China,East Asia & Pacific,1972,1.08,843.0
China,East Asia & Pacific,1973,1.09,894.0
China,East Asia & Pacific,1974,1.09,888.0
China,East Asia & Pacific,1975,1.24,920.0
China,East Asia & Pacific,1976,1.28,891.0
China,East Asia & Pacific,1977,1.38,904.0
China,East Asia & Pacific,1978,1.51,1016.0
China,East Asia & Pacific,1979,1.53,1059.0
China,East Asia & Pacific,1980,1.48,1073.0
China,East Asia & Pacific,1981,1.44,1099.0
China,East Asia & Pacific,1982,1.55,1175.0
China,East Asia & Pacific,1983,1.61,1229.0
China,East Asia & Pacific,1984,1.72,1456.0
China,East Asia & Pacific,1985,1.84,1557.0
China,East Asia & Pacific,1986,1.9,1604.0
China,East Asia & Pacific,1987,1.99,1652.0
China,East Asia & Pacific,1988,2.09,1597.0
China,East Asia & Pacific,1989,2.09,1474.0
China,East Asia & Pacific,1990,2.08,1516.0
China,East Asia & Pacific,1991,2.16,1634.0
China,East Asia & Pacific,1992,2.23,1845.0
China,East Asia & Pacific,1993,2.37,2078.0
China,East Asia & Pacific,1994,2.49,2323.0
China,East Asia & Pacific,1995,2.68,2551.0
China,East Asia & Pacific,1996,2.77,2775.0
China,East Asia & Pacific,1997,2.76,3000.0
China,East Asia & Pacific,1998,2.62,3205.0
China,East Asia & Pacific,1999,2.6,3419.0
China,East Asia & Pacific,2000,2.65,3678.0
China,East Asia & Pacific,2001,2.7,3955.0
China,East Asia & Pacific,2002,2.96,4285.0
China,East Asia & Pacific,2003,3.48,4685.0
China,East Asia & Pacific,2004,3.98,5127.0
China,East Asia & Pacific,2005,4.46,5675.0
China,East Asia & Pacific,2006,4.91,6360.0
China,East Asia & Pacific,2007,5.26,7225.0
China,East Asia & Pacific,2008,5.62,7880.0
China,East Asia & Pacific,2009,5.92,8565.0
China,East Asia & Pacific,2010,6.45,9430.0
China,East Asia & Pacific,2011,7.12,10274.0
China,East Asia & Pacific,2012,7.29,11017.0
China,East Asia & Pacific,2013,7.42,11805.0
Colombia,America,1964,1.17,3749.0
Colombia,America,1965,1.2,3777.0
Colombia,America,1966,1.19,3868.0
Colombia,America,1967,1.22,3893.0
Colombia,America,1968,1.27,4021.0
Colombia,America,1969,1.31,4162.0
Colombia,America,1970,1.29,4325.0
Colombia,America,1971,1.34,4484.0
Colombia,America,1972,1.36,4731.0
Colombia,America,1973,1.42,4952.0
Colombia,America,1974,1.51,5161.0
Colombia,America,1975,1.45,5208.0
Colombia,America,1976,1.5,5382.0
Colombia,America,1977,1.52,5544.0
Colombia,America,1978,1.57,5953.0
Colombia,America,1979,1.64,6200.0
Colombia,America,1980,1.6,6373.0
Colombia,America,1981,1.57,6441.0
Colombia,America,1982,1.58,6405.0
Colombia,America,1983,1.67,6421.0
Colombia,America,1984,1.61,6518.0
Colombia,America,1985,1.56,6613.0
Colombia,America,1986,1.55,6887.0
Colombia,America,1987,1.56,7158.0
Colombia,America,1988,1.59,7371.0
