country,region,year,co2,gdp
Kazakhstan,Europe & Central Asia,2004,11.2,14365.0
Kazakhstan,Europe & Central Asia,2005,11.4,15619.0
Kazakhstan,Europe & Central Asia,2006,12.3,17109.0
Kazakhstan,Europe & Central Asia,2007,14.0,18419.0
Kazakhstan,Europe & Central Asia,2008,14.5,18797.0
Kazakhstan,Europe & Central Asia,2009,13.2,18527.0
Kazakhstan,Europe & Central Asia,2010,15.2,19601.0
Kazakhstan,Europe & Central Asia,2011,15.6,20772.0
Kazakhstan,Europe & Central Asia,2012,14.4,21506.0
Kazakhstan,Europe & Central Asia,2013,15.3,22470.0
Kenya,Sub-Saharan Africa,1964,0.307,1922.0
Kenya,Sub-Saharan Africa,1965,0.26,1952.0
Kenya,Sub-Saharan Africa,1966,0.273,2114.0
Kenya,Sub-Saharan Africa,1967,0.266,2133.0
Kenya,Sub-Saharan Africa,1968,0.269,2064.0
Kenya,Sub-Saharan Africa,1969,0.288,2124.0
Kenya,Sub-Saharan Africa,1970,0.274,1948.0
Kenya,Sub-Saharan Africa,1971,0.316,2002.0
Kenya,Sub-Saharan Africa,1972,0.32,2029.0
Kenya,Sub-Saharan Africa,1973,0.313,2059.0
Kenya,Sub-Saharan Africa,1974,0.381,2082.0
Kenya,Sub-Saharan Africa,1975,0.369,2000.0
Kenya,Sub-Saharan Africa,1976,0.329,2004.0
Kenya,Sub-Saharan Africa,1977,0.348,2109.0
Kenya,Sub-Saharan Africa,1978,0.353,2214.0
Kenya,Sub-Saharan Africa,1979,0.322,2212.0
Kenya,Sub-Saharan Africa,1980,0.381,2249.0
Kenya,Sub-Saharan Africa,1981,0.386,2246.0
Kenya,Sub-Saharan Africa,1982,0.267,2242.0
Kenya,Sub-Saharan Africa,1983,0.256,2188.0
Kenya,Sub-Saharan Africa,1984,0.228,2144.0
Kenya,Sub-Saharan Africa,1985,0.192,2155.0
Kenya,Sub-Saharan Africa,1986,0.204,2226.0
Kenya,Sub-Saharan Africa,1987,0.245,2275.0
Kenya,Sub-Saharan Africa,1988,0.219,2332.0
Kenya,Sub-Saharan Africa,1989,0.229,2359.0
Kenya,Sub-Saharan Africa,1990,0.249,2376.0
Kenya,Sub-Saharan Africa,1991,0.2,2332.0
Kenya,Sub-Saharan Africa,1992,0.222,2239.0
Kenya,Sub-Saharan Africa,1993,0.246,2177.0
Kenya,Sub-Saharan Africa,1994,0.247,2168.0
Kenya,Sub-Saharan Africa,1995,0.276,2199.0
Kenya,Sub-Saharan Africa,1996,0.331,2227.0
Kenya,Sub-Saharan Africa,1997,0.285,2179.0
Kenya,Sub-Saharan Africa,1998,0.337,2194.0
Kenya,Sub-Saharan Africa,1999,0.332,2187.0
Kenya,Sub-Saharan Africa,2000,0.331,2143.0
Kenya,Sub-Saharan Africa,2001,0.29,2166.0
Kenya,Sub-Saharan Africa,2002,0.24,2120.0
Kenya,Sub-Saharan Africa,2003,0.198,2124.0
Kenya,Sub-Saharan Africa,2004,0.217,2173.0
Kenya,Sub-Saharan Africa,2005,0.238,2240.0
Kenya,Sub-Saharan Africa,2006,0.258,2319.0
Kenya,Sub-Saharan Africa,2007,0.258,2416.0
Kenya,Sub-Saharan Africa,2008,0.262,2358.0
Kenya,Sub-Saharan Africa,2009,0.307,2371.0
Kenya,Sub-Saharan Africa,2010,0.294,2503.0
Kenya,Sub-Saharan Africa,2011,0.317,2585.0
Kenya,Sub-Saharan Africa,2012,0.287,2631.0
Kenya,Sub-Saharan Africa,2013,0.297,2706.0
Kiribati,East Asia & Pacific,1964,0.404,2639.0
Kiribati,East Asia & Pacific,1965,0.237,2716.0
Kiribati,East Asia & Pacific,1966,0.232,2796.0
Kiribati,East Asia & Pacific,1967,0.454,2877.0
Kiribati,East Asia & Pacific,1968,0.668,2961.0
Kiribati,East Asia & Pacific,1969,0.219,3047.0
Kiribati,East Asia & Pacific,1970,0.43,3136.0
Kiribati,East Asia & Pacific,1971,0.564,2998.0
Kiribati,East Asia & Pacific,1972,0.486,3295.0
Kiribati,East Asia & Pacific,1973,0.684,3913.0
Kiribati,East Asia & Pacific,1974,0.607,5582.0
Kiribati,East Asia & Pacific,1975,0.598,5764.0
Kiribati,East Asia & Pacific,1976,0.59,4131.0
Kiribati,East Asia & Pacific,1977,0.387,3850.0
Kiribati,East Asia & Pacific,1978,0.382,3798.0
Kiribati,East Asia & Pacific,1979,0.439,3275.0
Kiribati,East Asia & Pacific,1980,0.494,1774.0
Kiribati,East Asia & Pacific,1981,0.488,1669.0
Kiribati,East Asia & Pacific,1982,0.421,1792.0
Kiribati,East Asia & Pacific,1983,0.356,1574.0
Kiribati,East Asia & Pacific,1984,0.351,1651.0
Kiribati,East Asia & Pacific,1985,0.344,1531.0
Kiribati,East Asia & Pacific,1986,0.28,1510.0
Kiribati,East Asia & Pacific,1987,0.327,1421.0
Kiribati,East Asia & Pacific,1988,0.318,1633.0
Kiribati,East Asia & Pacific,1989,0.31,1455.0
Kiribati,East Asia & Pacific,1990,0.304,1453.0
Kiribati,East Asia & Pacific,1991,0.299,1365.0
Kiribati,East Asia & Pacific,1992,0.343,1388.0
Kiribati,East Asia & Pacific,1993,0.387,1418.0
Kiribati,East Asia & Pacific,1994,0.383,1468.0
Kiribati,East Asia & Pacific,1995,0.377,1434.0
Kiribati,East Asia & Pacific,1996,0.418,1500.0
Kiribati,East Asia & Pacific,1997,0.32,1559.0
Kiribati,East Asia & Pacific,1998,0.36,1702.0
Kiribati,East Asia & Pacific,1999,0.354,1676.0
Kiribati,East Asia & Pacific,2000,0.348,1804.0
Kiribati,East Asia & Pacific,2001,0.299,1785.0
Kiribati,East Asia & Pacific,2002,0.462,1763.0
Kiribati,East Asia & Pacific,2003,0.454,1801.0
Kiribati,East Asia & Pacific,2004,0.486,1826.0
Kiribati,East Asia & Pacific,2005,0.675,1792.0
Kiribati,East Asia & Pacific,2006,0.739,1683.0
Kiribati,East Asia & Pacific,2007,0.533,1782.0
Kiribati,East Asia & Pacific,2008,0.559,1803.0
Kiribati,East Asia & Pacific,2009,0.401,1765.0
Kiribati,East Asia & Pacific,2010,0.607,1729.0
Kiribati,East Asia & Pacific,2011,0.596,1750.0
Kiribati,East Asia & Pacific,2012,0.585,1772.0
Kiribati,East Asia & Pacific,2013,0.574,1796.0
Kuwait,Middle East & North Africa,1964,59.6,29279.0
Kuwait,Middle East & North Africa,1965,74.8,32427.0
Kuwait,Middle East & North Africa,1966,67.0,35912.0
Kuwait,Middle East & North Africa,1967,43.9,39772.0
Kuwait,Middle East & North Africa,1968,35.3,44047.0
Kuwait,Middle East & North Africa,1969,38.8,48781.0
Kuwait,Middle East & North Africa,1970,33.5,54023.0
Kuwait,Middle East & North Africa,1971,33.9,63583.0
Kuwait,Middle East & North Africa,1972,32.3,62371.0
Kuwait,Middle East & North Africa,1973,26.7,59388.0
Kuwait,Middle East & North Africa,1974,20.0,115159.0
Kuwait,Middle East & North Africa,1975,16.4,91796.0
Kuwait,Middle East & North Africa,1976,17.0,92442.0
Kuwait,Middle East & North Africa,1977,14.9,87987.0
Kuwait,Middle East & North Africa,1978,17.1,81146.0
Kuwait,Middle East & North Africa,1979,13.6,109863.0
Kuwait,Middle East & North Africa,1980,18.0,108146.0
Kuwait,Middle East & North Africa,1981,17.5,85525.0
Kuwait,Middle East & North Africa,1982,14.0,67708.0
Kuwait,Middle East & North Africa,1983,13.7,65168.0
Kuwait,Middle East & North Africa,1984,17.1,63619.0
Kuwait,Middle East & North Africa,1985,16.8,58143.0
Kuwait,Middle East & North Africa,1986,19.2,42858.0
Kuwait,Middle East & North Africa,1987,16.2,47974.0
Kuwait,Middle East & North Africa,1988,16.1,40807.0
Kuwait,Middle East & North Africa,1989,17.1,46363.0
Kuwait,Middle East & North Africa,1990,24.3,37521.0
Kuwait,Middle East & North Africa,1991,5.01,18820.0
Kuwait,Middle East & North Africa,1992,11.0,50924.0
Kuwait,Middle East & North Africa,1993,18.7,69683.0
Kuwait,Middle East & North Africa,1994,23.4,75577.0
Kuwait,Middle East & North Africa,1995,34.0,82268.0
Kuwait,Middle East & North Africa,1996,30.7,82811.0
Kuwait,Middle East & North Africa,1997,32.0,82227.0
Kuwait,Middle East & North Africa,1998,28.2,80971.0
Kuwait,Middle East & North Africa,1999,27.6,75316.0
Kuwait,Middle East & North Africa,2000,26.1,75219.0
Kuwait,Middle East & North Africa,2001,27.3,72922.0
Kuwait,Middle East & North Africa,2002,27.2,72630.0
Kuwait,Middle East & North Africa,2003,27.6,82466.0
Kuwait,Middle East & North Africa,2004,28.8,88010.0
Kuwait,Middle East & North Africa,2005,31.4,92665.0
Kuwait,Middle East & North Africa,2006,31.0,94642.0
Kuwait,Middle East & North Africa,2007,30.1,94915.0
Kuwait,Middle East & North Africa,2008,31.2,91966.0
Kuwait,Middle East & North Africa,2009,31.0,81025.0
Kuwait,Middle East & North Africa,2010,29.9,75365.0
Kuwait,Middle East & North Africa,2011,28.5,79102.0
Kuwait,Middle East & North Africa,2012,30.1,81080.0
Kuwait,Middle East & North Africa,2013,27.3,79395.0
Latvia,Europe & Central Asia,1992,5.4,8057.0
Latvia,Europe & Central Asia,1993,4.65,7792.0
Latvia,Europe & Central Asia,1994,4.29,8081.0
Latvia,Europe & Central Asia,1995,3.76,8110.0
Latvia,Europe & Central Asia,1996,3.69,8408.0
Latvia,Europe & Central Asia,1997,3.45,9238.0
Latvia,Europe & Central Asia,1998,3.32,9912.0
Latvia,Europe & Central Asia,1999,2.82,10208.0
Latvia,Europe & Central Asia,2000,2.66,10859.0
Latvia,Europe & Central Asia,2001,2.96,11787.0
Latvia,Europe & Central Asia,2002,2.96,12782.0
Latvia,Europe & Central Asia,2003,3.2,14020.0
Latvia,Europe & Central Asia,2004,3.25,15437.0
Latvia,Europe & Central Asia,2005,3.33,17192.0
Latvia,Europe & Central Asia,2006,3.6,19367.0
Latvia,Europe & Central Asia,2007,3.78,21438.0
Latvia,Europe & Central Asia,2008,3.64,20977.0
Latvia,Europe & Central Asia,2009,3.37,18300.0
Latvia,Europe & Central Asia,2010,3.81,18148.0
Latvia,Europe & Central Asia,2011,3.49,19405.0
Latvia,Europe & Central Asia,2012,3.42,20597.0
Latvia,Europe & Central Asia,2013,3.47,21699.0
Lebanon,Middle East & North Africa,1964,1.6,9767.0
Lebanon,Middle East & North Africa,1965,1.59,10545.0
Lebanon,Middle East & North Africa,1966,1.7,11047.0
Lebanon,Middle East & North Africa,1967,1.64,10320.0
Lebanon,Middle East & North Africa,1968,1.67,11391.0
Lebanon,Middle East & North Africa,1969,1.93,11422.0
Lebanon,Middle East & North Africa,1970,1.72,11978.0
Lebanon,Middle East & North Africa,1971,2.27,12871.0
Lebanon,Middle East & North Africa,1972,2.37,14207.0
Lebanon,Middle East & North Africa,1973,2.89,14597.0
Lebanon,Middle East & North Africa,1974,2.85,14773.0
Lebanon,Middle East & North Africa,1975,2.5,10242.0
Lebanon,Middle East & North Africa,1976,2.36,4303.0
Lebanon,Middle East & North Africa,1977,2.14,7403.0
Lebanon,Middle East & North Africa,1978,2.19,7589.0
Lebanon,Middle East & North Africa,1979,2.37,8585.0
Lebanon,Middle East & North Africa,1980,2.37,9098.0
Lebanon,Middle East & North Africa,1981,2.43,9165.0
Lebanon,Middle East & North Africa,1982,2.32,5811.0
Lebanon,Middle East & North Africa,1983,2.76,7026.0
Lebanon,Middle East & North Africa,1984,2.64,10182.0
Lebanon,Middle East & North Africa,1985,3.01,12739.0
Lebanon,Middle East & North Africa,1986,2.9,12021.0
Lebanon,Middle East & North Africa,1987,2.98,14077.0
Lebanon,Middle East & North Africa,1988,2.87,10186.0
Lebanon,Middle East & North Africa,1989,3.01,5891.0
Lebanon,Middle East & North Africa,1990,3.04,7734.0
Lebanon,Middle East & North Africa,1991,3.08,10497.0
Lebanon,Middle East & North Africa,1992,3.67,10699.0
Lebanon,Middle East & North Africa,1993,4.03,11136.0
Lebanon,Middle East & North Africa,1994,4.27,11729.0
Lebanon,Middle East & North Africa,1995,4.48,12254.0
Lebanon,Middle East & North Africa,1996,4.48,12726.0
Lebanon,Middle East & North Africa,1997,5.06,12347.0
Lebanon,Middle East & North Africa,1998,5.35,12703.0
Lebanon,Middle East & North Africa,1999,5.22,12475.0
Lebanon,Middle East & North Africa,2000,4.71,12335.0
Lebanon,Middle East & North Africa,2001,4.81,12356.0
Lebanon,Middle East & North Africa,2002,4.54,12199.0
Lebanon,Middle East & North Africa,2003,4.91,11998.0
Lebanon,Middle East & North Africa,2004,4.35,12348.0
Lebanon,Middle East & North Africa,2005,4.07,12258.0
Lebanon,Middle East & North Africa,2006,3.56,12171.0
Lebanon,Middle East & North Africa,2007,3.29,13122.0
Lebanon,Middle East & North Africa,2008,4.19,14158.0
Lebanon,Middle East & North Africa,2009,4.99,15393.0
Lebanon,Middle East & North Africa,2010,4.62,16263.0
Lebanon,Middle East & North Africa,2011,4.46,16431.0
Lebanon,Middle East & North Africa,2012,4.6,16633.0
Lebanon,Middle East & North Africa,2013,4.28,16623.0
Lesotho,Sub-Saharan Africa,1990,0.919,1301.0
Lesotho,Sub-Saharan Africa,1991,0.936,1326.0
Lesotho,Sub-Saharan Africa,1992,0.952,1395.0
Lesotho,Sub-Saharan Africa,1993,0.962,1413.0
Lesotho,Sub-Saharan Africa,1994,0.967,1461.0
Lesotho,Sub-Saharan Africa,1995,0.97,1466.0
Lesotho,Sub-Saharan Africa,1996,0.973,1520.0
Lesotho,Sub-Saharan Africa,1997,0.978,1563.0
Lesotho,Sub-Saharan Africa,1998,0.985,1572.0
Lesotho,Sub-Saharan Africa,1999,0.987,1563.0
Lesotho,Sub-Saharan Africa,2000,0.991,1629.0
Lesotho,Sub-Saharan Africa,2001,0.996,1684.0
Lesotho,Sub-Saharan Africa,2002,1.0,1680.0
Lesotho,Sub-Saharan Africa,2003,1.01,1747.0
Lesotho,Sub-Saharan Africa,2004,1.03,1775.0
Lesotho,Sub-Saharan Africa,2005,1.03,1810.0
Lesotho,Sub-Saharan Africa,2006,1.04,1873.0
Lesotho,Sub-Saharan Africa,2007,1.05,1947.0
Lesotho,Sub-Saharan Africa,2008,1.06,2041.0
Lesotho,Sub-Saharan Africa,2009,1.1,2091.0
Lesotho,Sub-Saharan Africa,2010,1.12,2235.0
Lesotho,Sub-Saharan Africa,2011,1.13,2301.0
Lesotho,Sub-Saharan Africa,2012,1.15,2390.0
Lesotho,Sub-Saharan Africa,2013,1.15,2473.0
Liberia,Sub-Saharan Africa,1964,0.395,1287.0
Liberia,Sub-Saharan Africa,1965,0.445,1298.0
Liberia,Sub-Saharan Africa,1966,0.477,1348.0
Liberia,Sub-Saharan Africa,1967,0.466,1386.0
Liberia,Sub-Saharan Africa,1968,0.656,1399.0
Liberia,Sub-Saharan Africa,1969,0.922,1446.0
Liberia,Sub-Saharan Africa,1970,1.03,1486.0
Liberia,Sub-Saharan Africa,1971,1.05,1507.0
Liberia,Sub-Saharan Africa,1972,1.01,1507.0
Liberia,Sub-Saharan Africa,1973,0.965,1510.0
Liberia,Sub-Saharan Africa,1974,1.09,1505.0
Liberia,Sub-Saharan Africa,1975,0.914,1394.0
Liberia,Sub-Saharan Africa,1976,0.884,1408.0
Liberia,Sub-Saharan Africa,1977,0.857,1370.0
Liberia,Sub-Saharan Africa,1978,0.851,1397.0
Liberia,Sub-Saharan Africa,1979,1.07,1408.0
Liberia,Sub-Saharan Africa,1980,1.08,1268.0
Liberia,Sub-Saharan Africa,1981,0.991,1168.0
Liberia,Sub-Saharan Africa,1982,0.296,1138.0
Liberia,Sub-Saharan Africa,1983,0.338,1055.0
Liberia,Sub-Saharan Africa,1984,0.324,1015.0
Liberia,Sub-Saharan Africa,1985,0.329,971.0
Liberia,Sub-Saharan Africa,1986,0.331,947.0
Liberia,Sub-Saharan Africa,1987,0.35,959.0
Liberia,Sub-Saharan Africa,1988,0.378,988.0
Liberia,Sub-Saharan Africa,1989,0.313,1020.0
Liberia,Sub-Saharan Africa,1990,0.226,503.0
Liberia,Sub-Saharan Africa,1991,0.135,439.0
Liberia,Sub-Saharan Africa,1992,0.14,290.0
Liberia,Sub-Saharan Africa,1993,0.158,197.0
Liberia,Sub-Saharan Africa,1994,0.155,153.0
Liberia,Sub-Saharan Africa,1995,0.157,142.0
Liberia,Sub-Saharan Africa,1996,0.154,151.0
Liberia,Sub-Saharan Africa,1997,0.148,289.0
Liberia,Sub-Saharan Africa,1998,0.147,346.0
Liberia,Sub-Saharan Africa,1999,0.143,397.0
Liberia,Sub-Saharan Africa,2000,0.146,473.0
Liberia,Sub-Saharan Africa,2001,0.164,557.0
Liberia,Sub-Saharan Africa,2002,0.159,718.0
Liberia,Sub-Saharan Africa,2003,0.167,474.0
Liberia,Sub-Saharan Africa,2004,0.194,441.0
Liberia,Sub-Saharan Africa,2005,0.223,470.0
Liberia,Sub-Saharan Africa,2006,0.222,499.0
Liberia,Sub-Saharan Africa,2007,0.19,555.0
Liberia,Sub-Saharan Africa,2008,0.154,588.0
Liberia,Sub-Saharan Africa,2009,0.136,643.0
Liberia,Sub-Saharan Africa,2010,0.201,689.0
Liberia,Sub-Saharan Africa,2011,0.219,729.0
Liberia,Sub-Saharan Africa,2012,0.246,782.0
Liberia,Sub-Saharan Africa,2013,0.223,875.0
Libya,Middle East & North Africa,1964,0.398,30463.0
Libya,Middle East & North Africa,1965,0.586,37902.0
Libya,Middle East & North Africa,1966,1.46,43467.0
Libya,Middle East & North Africa,1967,9.85,47050.0
Libya,Middle East & North Africa,1968,15.4,60948.0
Libya,Middle East & North Africa,1969,17.4,66299.0
Libya,Middle East & North Africa,1970,15.2,67491.0
Libya,Middle East & North Africa,1971,9.71,61707.0
Libya,Middle East & North Africa,1972,6.54,52706.0
Libya,Middle East & North Africa,1973,6.0,50828.0
Libya,Middle East & North Africa,1974,3.68,41433.0
Libya,Middle East & North Africa,1975,4.38,42903.0
Libya,Middle East & North Africa,1976,6.5,51382.0
Libya,Middle East & North Africa,1977,7.02,55104.0
Libya,Middle East & North Africa,1978,7.13,56017.0
Libya,Middle East & North Africa,1979,8.41,61213.0
Libya,Middle East & North Africa,1980,8.36,59420.0
Libya,Middle East & North Africa,1981,8.61,45426.0
Libya,Middle East & North Africa,1982,8.84,44043.0
Libya,Middle East & North Africa,1983,8.41,40280.0
Libya,Middle East & North Africa,1984,7.64,35408.0
Libya,Middle East & North Africa,1985,8.11,35825.0
Libya,Middle East & North Africa,1986,8.53,30572.0
Libya,Middle East & North Africa,1987,7.92,25010.0
Libya,Middle East & North Africa,1988,8.62,23850.0
Libya,Middle East & North Africa,1989,8.62,24458.0
Libya,Middle East & North Africa,1990,8.29,26928.0
Libya,Middle East & North Africa,1991,9.43,30431.0
Libya,Middle East & North Africa,1992,8.01,28944.0
Libya,Middle East & North Africa,1993,8.19,27251.0
Libya,Middle East & North Africa,1994,9.09,27202.0
Libya,Middle East & North Africa,1995,9.3,23363.0
Libya,Middle East & North Africa,1996,8.77,23533.0
Libya,Middle East & North Africa,1997,8.79,22977.0
Libya,Middle East & North Africa,1998,8.75,22502.0
Libya,Middle East & North Africa,1999,8.46,22235.0
Libya,Middle East & North Africa,2000,8.8,22682.0
Libya,Middle East & North Africa,2001,8.84,21933.0
Libya,Middle East & North Africa,2002,8.65,21390.0
Libya,Middle East & North Africa,2003,8.75,23808.0
Libya,Middle East & North Africa,2004,8.83,24489.0
Libya,Middle East & North Africa,2005,9.0,26967.0
Libya,Middle East & North Africa,2006,9.06,28256.0
Libya,Middle East & North Africa,2007,8.37,29553.0
Libya,Middle East & North Africa,2008,9.25,29853.0
Libya,Middle East & North Africa,2009,9.47,29182.0
Libya,Middle East & North Africa,2010,10.0,30261.0
Libya,Middle East & North Africa,2011,6.41,11358.0
Libya,Middle East & North Africa,2012,8.5,23032.0
Libya,Middle East & North Africa,2013,9.08,19760.0
Lithuania,Europe & Central Asia,1964,4.05,10728.0
Lithuania,Europe & Central Asia,1965,4.24,11208.0
Lithuania,Europe & Central Asia,1966,4.42,11628.0
Lithuania,Europe & Central Asia,1967,4.57,12024.0
Lithuania,Europe & Central Asia,1968,4.65,12613.0
Lithuania,Europe & Central Asia,1969,4.79,12679.0
Lithuania,Europe & Central Asia,1970,4.98,13539.0
Lithuania,Europe & Central Asia,1971,5.23,13774.0
Lithuania,Europe & Central Asia,1972,5.45,13725.0
Lithuania,Europe & Central Asia,1973,5.62,14749.0
Lithuania,Europe & Central Asia,1974,5.78,15047.0
Lithuania,Europe & Central Asia,1975,6.02,14961.0
Lithuania,Europe & Central Asia,1976,6.2,15533.0
Lithuania,Europe & Central Asia,1977,6.36,15770.0
Lithuania,Europe & Central Asia,1978,6.53,16039.0
Lithuania,Europe & Central Asia,1979,6.53,15843.0
Lithuania,Europe & Central Asia,1980,6.74,15747.0
Lithuania,Europe & Central Asia,1981,6.57,15774.0
Lithuania,Europe & Central Asia,1982,6.64,16042.0
Lithuania,Europe & Central Asia,1983,6.69,16428.0
Lithuania,Europe & Central Asia,1984,6.7,16497.0
Lithuania,Europe & Central Asia,1985,7.16,16510.0
Lithuania,Europe & Central Asia,1986,7.12,17052.0
Lithuania,Europe & Central Asia,1987,7.35,17140.0
Lithuania,Europe & Central Asia,1988,7.49,17378.0
Lithuania,Europe & Central Asia,1989,7.29,17564.0
Lithuania,Europe & Central Asia,1990,6.81,17041.0
Lithuania,Europe & Central Asia,1991,6.56,16038.0
Lithuania,Europe & Central Asia,1992,6.01,12629.0
Lithuania,Europe & Central Asia,1993,4.77,10615.0
Lithuania,Europe & Central Asia,1994,4.76,9599.0
Lithuania,Europe & Central Asia,1995,4.47,10115.0
Lithuania,Europe & Central Asia,1996,4.37,10606.0
Lithuania,Europe & Central Asia,1997,4.28,11360.0
Lithuania,Europe & Central Asia,1998,4.56,12200.0
Lithuania,Europe & Central Asia,1999,3.88,12002.0
Lithuania,Europe & Central Asia,2000,3.47,12484.0
Lithuania,Europe & Central Asia,2001,3.71,13314.0
Lithuania,Europe & Central Asia,2002,3.82,14268.0
Lithuania,Europe & Central Asia,2003,3.76,15709.0
Lithuania,Europe & Central Asia,2004,3.92,16913.0
Lithuania,Europe & Central Asia,2005,4.16,18256.0
Lithuania,Europe & Central Asia,2006,4.29,19923.0
Lithuania,Europe & Central Asia,2007,4.65,22396.0
Lithuania,Europe & Central Asia,2008,4.67,23223.0
Lithuania,Europe & Central Asia,2009,3.95,20003.0
Lithuania,Europe & Central Asia,2010,4.31,20758.0
Lithuania,Europe & Central Asia,2011,4.48,22530.0
Lithuania,Europe & Central Asia,2012,4.55,23711.0
Lithuania,Europe & Central Asia,2013,4.22,24732.0
Luxembourg,Europe & Central Asia,1964,37.6,25235.0
Luxembourg,Europe & Central Asia,1965,37.0,25359.0
Luxembourg,Europe & Central Asia,1966,35.0,25371.0
Luxembourg,Europe & Central Asia,1967,34.0,25163.0
Luxembourg,Europe & Central Asia,1968,36.5,26273.0
Luxembourg,Europe & Central Asia,1969,39.1,29081.0
Luxembourg,Europe & Central Asia,1970,40.5,29363.0
Luxembourg,Europe & Central Asia,1971,38.6,29877.0
Luxembourg,Europe & Central Asia,1972,39.1,31508.0
Luxembourg,Europe & Central Asia,1973,40.7,33777.0
Luxembourg,Europe & Central Asia,1974,41.0,34948.0
Luxembourg,Europe & Central Asia,1975,33.5,32351.0
Luxembourg,Europe & Central Asia,1976,33.2,32993.0
Luxembourg,Europe & Central Asia,1977,30.4,33506.0
Luxembourg,Europe & Central Asia,1978,32.8,34756.0
Luxembourg,Europe & Central Asia,1979,33.4,35697.0
Luxembourg,Europe & Central Asia,1980,30.3,35908.0
Luxembourg,Europe & Central Asia,1981,25.8,35680.0
Luxembourg,Europe & Central Asia,1982,24.3,36047.0
Luxembourg,Europe & Central Asia,1983,22.7,37142.0
Luxembourg,Europe & Central Asia,1984,24.4,39480.0
Luxembourg,Europe & Central Asia,1985,25.0,40621.0
Luxembourg,Europe & Central Asia,1986,24.4,44557.0
Luxembourg,Europe & Central Asia,1987,23.4,46150.0
Luxembourg,Europe & Central Asia,1988,23.9,50010.0
Luxembourg,Europe & Central Asia,1989,25.6,54556.0
Luxembourg,Europe & Central Asia,1990,26.2,56922.0
Luxembourg,Europe & Central Asia,1991,27.5,61019.0
Luxembourg,Europe & Central Asia,1992,27.0,61310.0
Luxembourg,Europe & Central Asia,1993,27.2,63033.0
Luxembourg,Europe & Central Asia,1994,25.3,64557.0
Luxembourg,Europe & Central Asia,1995,20.4,64568.0
Luxembourg,Europe & Central Asia,1996,20.4,64660.0
Luxembourg,Europe & Central Asia,1997,18.9,67646.0
Luxembourg,Europe & Central Asia,1998,17.3,71147.0
Luxembourg,Europe & Central Asia,1999,17.8,76102.0
Luxembourg,Europe & Central Asia,2000,18.9,81425.0
Luxembourg,Europe & Central Asia,2001,20.0,82071.0
Luxembourg,Europe & Central Asia,2002,21.2,83876.0
Luxembourg,Europe & Central Asia,2003,22.1,83849.0
Luxembourg,Europe & Central Asia,2004,24.9,86738.0
Luxembourg,Europe & Central Asia,2005,25.2,88944.0
Luxembourg,Europe & Central Asia,2006,24.4,91810.0
Luxembourg,Europe & Central Asia,2007,23.2,96245.0
Luxembourg,Europe & Central Asia,2008,22.5,95001.0
Luxembourg,Europe & Central Asia,2009,20.9,88284.0
Luxembourg,Europe & Central Asia,2010,21.6,91147.0
Luxembourg,Europe & Central Asia,2011,21.0,91469.0
Luxembourg,Europe & Central Asia,2012,20.0,89153.0
Luxembourg,Europe & Central Asia,2013,18.5,88850.0
"Macedonia, FYR",Europe & Central Asia,1992,5.42,8454.0
"Macedonia, FYR",Europe & Central Asia,1993,5.21,7878.0
"Macedonia, FYR",Europe & Central Asia,1994,5.28,7779.0
"Macedonia, FYR",Europe & Central Asia,1995,5.47,7700.0
"Macedonia, FYR",Europe & Central Asia,1996,5.9,7759.0
"Macedonia, FYR",Europe & Central Asia,1997,5.32,7805.0
"Macedonia, FYR",Europe & Central Asia,1998,6.27,7983.0
"Macedonia, FYR",Europe & Central Asia,1999,5.79,8242.0
"Macedonia, FYR",Europe & Central Asia,2000,5.93,8543.0
"Macedonia, FYR",Europe & Central Asia,2001,5.87,8229.0
"Macedonia, FYR",Europe & Central Asia,2002,5.34,8314.0
"Macedonia, FYR",Europe & Central Asia,2003,5.51,8473.0
"Macedonia, FYR",Europe & Central Asia,2004,5.44,8848.0
"Macedonia, FYR",Europe & Central Asia,2005,5.47,9247.0
"Macedonia, FYR",Europe & Central Asia,2006,5.3,9704.0
"Macedonia, FYR",Europe & Central Asia,2007,4.6,10319.0
"Macedonia, FYR",Europe & Central Asia,2008,4.55,10872.0
"Macedonia, FYR",Europe & Central Asia,2009,4.2,10824.0
"Macedonia, FYR",Europe & Central Asia,2010,4.15,11179.0
"Macedonia, FYR",Europe & Central Asia,2011,4.54,11431.0
"Macedonia, FYR",Europe & Central Asia,2012,4.32,11370.0
"Macedonia, FYR",Europe & Central Asia,2013,3.78,11664.0
Madagascar,Sub-Saharan Africa,1964,0.0861,2273.0
Madagascar,Sub-Saharan Africa,1965,0.0966,2218.0
Madagascar,Sub-Saharan Africa,1966,0.0979,2218.0
Madagascar,Sub-Saharan Africa,1967,0.139,2293.0
Madagascar,Sub-Saharan Africa,1968,0.146,2398.0
Madagascar,Sub-Saharan Africa,1969,0.133,2436.0
Madagascar,Sub-Saharan Africa,1970,0.148,2509.0
Madagascar,Sub-Saharan Africa,1971,0.152,2551.0
Madagascar,Sub-Saharan Africa,1972,0.185,2463.0
Madagascar,Sub-Saharan Africa,1973,0.15,2346.0
Madagascar,Sub-Saharan Africa,1974,0.162,2339.0
Madagascar,Sub-Saharan Africa,1975,0.224,2314.0
Madagascar,Sub-Saharan Africa,1976,0.128,2187.0
Madagascar,Sub-Saharan Africa,1977,0.106,2184.0
